path;rouge2;rougel;bertscore
intermediate/xgen_7b_2sl_chatgpt/sample_10_9852.txt;0.08562691131498472;0.1884498480243161;0.24841269850730896
intermediate/xgen_7b_2sl_chatgpt/sample_11_10498.txt;0.04794520547945205;0.1564625850340136;0.24117760360240936
intermediate/xgen_7b_2sl_chatgpt/sample_12_11166.txt;0.07260726072607261;0.18360655737704917;0.22849497199058533
intermediate/xgen_7b_2sl_chatgpt/sample_13_4562.txt;0.011494252873563218;0.17045454545454544;0.21751055121421814
intermediate/xgen_7b_2sl_chatgpt/sample_14_6858.txt;0.06167400881057268;0.1572052401746725;0.24004308879375458
intermediate/xgen_7b_2sl_chatgpt/sample_15_9989.txt;0.02173913043478261;0.1510791366906475;0.20344147086143494
intermediate/xgen_7b_2sl_chatgpt/sample_16_6057.txt;0.02553191489361702;0.15189873417721517;0.20667164027690887
intermediate/xgen_7b_2sl_chatgpt/sample_17_4135.txt;0.05106382978723405;0.17721518987341772;0.23580482602119446
intermediate/xgen_7b_2sl_chatgpt/sample_18_9825.txt;0.054474708171206226;0.20077220077220076;0.2320861965417862
intermediate/xgen_7b_2sl_chatgpt/sample_19_9648.txt;0.041811846689895474;0.17993079584775087;0.20470672845840454
intermediate/xgen_7b_2sl_chatgpt/sample_1_4693.txt;0.051948051948051945;0.1630901287553648;0.12962858378887177
intermediate/xgen_7b_2sl_chatgpt/sample_20_13365.txt;0.023809523809523808;0.14792899408284024;0.2230183482170105
intermediate/xgen_7b_2sl_chatgpt/sample_21_7283.txt;0.06572769953051644;0.2046511627906977;0.22035089135169983
intermediate/xgen_7b_2sl_chatgpt/sample_22_6522.txt;0.040485829959514164;0.20883534136546184;0.27787718176841736
intermediate/xgen_7b_2sl_chatgpt/sample_23_9169.txt;0.09497206703910613;0.19444444444444445;0.2910342812538147
intermediate/xgen_7b_2sl_chatgpt/sample_24_10638.txt;0.04081632653061224;0.1418918918918919;0.29003939032554626
intermediate/xgen_7b_2sl_chatgpt/sample_25_2751.txt;0.0784313725490196;0.22568093385214005;0.21841172873973846
intermediate/xgen_7b_2sl_chatgpt/sample_26_7860.txt;0.04255319148936171;0.1812688821752266;0.16593484580516815
intermediate/xgen_7b_2sl_chatgpt/sample_27_9004.txt;0.07272727272727271;0.15060240963855423;0.24902521073818207
intermediate/xgen_7b_2sl_chatgpt/sample_28_5705.txt;0.05555555555555555;0.1840490797546012;0.24359598755836487
intermediate/xgen_7b_2sl_chatgpt/sample_29_3855.txt;0.06106870229007634;0.19696969696969696;0.2441951334476471
intermediate/xgen_7b_2sl_chatgpt/sample_2_11567.txt;0.04195804195804196;0.1736111111111111;0.14678502082824707
intermediate/xgen_7b_2sl_chatgpt/sample_30_8361.txt;0.013605442176870748;0.13513513513513514;0.1702367216348648
intermediate/xgen_7b_2sl_chatgpt/sample_3_12019.txt;0.036101083032490974;0.18637992831541217;0.21201927959918976
intermediate/xgen_7b_2sl_chatgpt/sample_4_13389.txt;0.036231884057971016;0.1510791366906475;0.2358476221561432
intermediate/xgen_7b_2sl_chatgpt/sample_5_1343.txt;0.07909604519774012;0.22346368715083798;0.2971144914627075
intermediate/xgen_7b_2sl_chatgpt/sample_6_10232.txt;0.05769230769230769;0.17197452229299362;0.21145719289779663
intermediate/xgen_7b_2sl_chatgpt/sample_7_11826.txt;0.039886039886039885;0.1643059490084986;0.19866466522216797
intermediate/xgen_7b_2sl_chatgpt/sample_8_7292.txt;0.019999999999999997;0.1258278145695364;0.20531462132930756
intermediate/xgen_7b_2sl_chatgpt/sample_9_4578.txt;0.09125475285171102;0.23396226415094337;0.28704842925071716
