input_path,rouge2,rougel,bertscore,nb_words_input,nb_words_gold,nb_words_generated,success,over_context
dialogsum_1_text_en.json,0.0,0,-0.0327167809009552,218,22,1,1,0
dialogsum_1_text_fr.json,0.0,0.037383177570093455,0.09605324268341064,218,22,188,1,0
dialogsum_2_text_en.json,0.0,0,-0.13609133660793304,327,46,1,1,0
dialogsum_2_text_fr.json,0.10273972602739727,0.17006802721088435,0.25460124015808105,327,46,211,1,0
dialogsum_3_text_en.json,0.06802721088435375,0.16666666666666669,0.24839696288108826,214,25,124,1,0
dialogsum_3_text_fr.json,0.0,0.00784313725490196,0.08175799250602722,214,32,230,1,0
dialogsum_4_text_en.json,0.21487603305785122,0.27868852459016397,0.3672100305557251,316,33,90,1,0
dialogsum_4_text_fr.json,0.0,0.053763440860215055,0.25216585397720337,316,32,147,1,0
dialogsum_5_text_en.json,0.0,0,-0.053957659751176834,206,34,1,1,0
dialogsum_5_text_fr.json,0.0,0.04201680672268908,0.06593727320432663,206,34,217,1,0
fredsum_3_text_en.json,0.19081272084805653,0.24561403508771928,0.36804378032684326,1095,158,125,1,0
mediasum_1_text_en.json,0.0,0,-0.1304524689912796,725,28,1,1,0
mediasum_1_text_fr.json,0.06140350877192983,0.14782608695652175,0.2564936578273773,725,28,156,1,0
mediasum_2_text_en.json,0.0,0.0,-0.2259351909160614,733,49,31,1,0
mediasum_2_text_fr.json,0.0,0.010869565217391306,-0.02699393965303898,733,49,301,1,0
mediasum_3_text_en.json,0.2018348623853211,0.2727272727272727,0.24721552431583405,532,92,128,1,0
mediasum_3_text_fr.json,0.0078125,0.023255813953488372,0.1608315110206604,532,92,139,1,0
mediasum_4_text_en.json,0.0196078431372549,0.03846153846153846,0.029779890552163124,664,98,19,1,0
mediasum_4_text_fr.json,0.01875,0.04347826086956522,0.15498587489128113,664,98,206,1,0
mediasum_5_text_en.json,0.0,0.0,-0.0628395825624466,644,28,26,1,0
mediasum_5_text_fr.json,0.006389776357827477,0.019047619047619046,0.09007082879543304,644,28,271,1,0
samsum_1_text_en.json,0.0,0.1772151898734177,-0.06653372198343277,214,47,31,1,0
samsum_1_text_fr.json,0.0,0.08092485549132948,0.18161018192768097,214,47,124,1,0
samsum_2_text_en.json,0.06779661016949154,0.21666666666666667,0.3355499804019928,371,42,78,1,0
samsum_2_text_fr.json,0.0,0.01834862385321101,0.14689508080482483,371,42,172,1,0
samsum_3_text_en.json,0.0,0,-0.0027355304919183254,92,41,19,1,0
samsum_3_text_fr.json,0.0,0.08219178082191782,0.17931920289993286,92,41,95,1,0
samsum_4_text_en.json,0.0,0,-0.042938873171806335,225,43,6,1,0
samsum_4_text_fr.json,0.0,0.04861111111111111,-0.04876541718840599,225,43,236,1,0
samsum_5_text_en.json,0.06956521739130435,0.13675213675213674,0.24473081529140472,67,15,102,1,0
samsum_5_text_fr.json,0.0,0.03669724770642201,-0.17353862524032593,67,15,92,1,0
xsum_1_text_en.json,0.01869158878504673,0.12844036697247707,0.1479915827512741,360,27,82,1,0
xsum_1_text_fr.json,0.012232415902140673,0.06686930091185411,0.007776992861181498,360,27,270,1,0
xsum_2_text_en.json,0.08333333333333333,0.14754098360655737,0.27673280239105225,432,31,91,1,0
xsum_2_text_fr.json,0.07430340557275542,0.11076923076923077,0.18843001127243042,432,31,256,1,0
xsum_3_text_en.json,0.10526315789473684,0.2068965517241379,0.1850881725549698,724,30,86,1,0
xsum_3_text_fr.json,0.0,0.027397260273972605,0.0706774964928627,724,30,35,1,0
xsum_4_text_en.json,0.0,0.0,0.0967942625284195,316,28,8,1,0
xsum_4_text_fr.json,0.0,0.0,-0.14219287037849426,316,28,1,1,0
xsum_5_text_en.json,0.0,0.06451612903225806,-0.04825867712497711,397,28,25,1,0
xsum_5_text_fr.json,0.027649769585253458,0.08219178082191782,0.16556265950202942,397,28,163,1,0
